job_title,company,location,description,skills_list,date_posted,extracted_skills
DevOps Engineer,Adobe,Bangalore,"Looking for a candidate with experience in Node.js, Tableau, NumPy, Machine Learning, SQL, NLP.","Node.js, Tableau, NumPy, Machine Learning, SQL, NLP",2024-05-27,"['sql', 'machine learning', 'node.js', 'numpy', 'tableau', 'nlp']"
DevOps Engineer,Flipkart,Bangalore,"Looking for a candidate with experience in TensorFlow, Node.js, PyTorch, Scikit-learn, Python, Deep Learning, Power BI.","TensorFlow, Node.js, PyTorch, Scikit-learn, Python, Deep Learning, Power BI",2023-02-26,"['python', 'tensorflow', 'pytorch', 'deep learning', 'node.js', 'scikit-learn', 'power bi']"
Machine Learning Engineer,Flipkart,Bangalore,"Looking for a candidate with experience in Power BI, React, Tableau, Spark, NLP, Kubernetes, Machine Learning.","Power BI, React, Tableau, Spark, NLP, Kubernetes, Machine Learning",2023-03-28,"['kubernetes', 'machine learning', 'react', 'tableau', 'power bi', 'spark', 'nlp']"
AI Engineer,TCS,Chennai,"Looking for a candidate with experience in Machine Learning, NLP, AWS, Deep Learning, Spark, Scikit-learn, Node.js.","Machine Learning, NLP, AWS, Deep Learning, Spark, Scikit-learn, Node.js",2023-12-19,"['aws', 'machine learning', 'deep learning', 'node.js', 'scikit-learn', 'spark', 'nlp']"
AI Engineer,Adobe,Mumbai,"Looking for a candidate with experience in Scikit-learn, Power BI, Deep Learning, PyTorch, Python.","Scikit-learn, Power BI, Deep Learning, PyTorch, Python",2023-06-30,"['python', 'pytorch', 'deep learning', 'scikit-learn', 'power bi']"
Data Scientist,Adobe,Delhi,"Looking for a candidate with experience in Scikit-learn, Hadoop, Deep Learning, Power BI.","Scikit-learn, Hadoop, Deep Learning, Power BI",2024-07-22,"['deep learning', 'scikit-learn', 'power bi', 'hadoop']"
Backend Developer,IBM,Chennai,"Looking for a candidate with experience in TensorFlow, NumPy, AWS, Pandas, Tableau.","TensorFlow, NumPy, AWS, Pandas, Tableau",2024-04-21,"['aws', 'tensorflow', 'pandas', 'numpy', 'tableau']"
NLP Engineer,Infosys,Chennai,"Looking for a candidate with experience in Docker, NLP, PyTorch, Pandas.","Docker, NLP, PyTorch, Pandas",2024-11-18,"['docker', 'pytorch', 'pandas', 'nlp']"
Full Stack Developer,Capgemini,Mumbai,"Looking for a candidate with experience in Kubernetes, Python, Tableau, Machine Learning, Hadoop, Scikit-learn, Docker.","Kubernetes, Python, Tableau, Machine Learning, Hadoop, Scikit-learn, Docker",2024-11-12,"['python', 'docker', 'kubernetes', 'machine learning', 'scikit-learn', 'tableau', 'hadoop']"
AI Engineer,Adobe,Pune,"Looking for a candidate with experience in TensorFlow, Kubernetes, Hadoop, Power BI, NLP, Node.js, Spark.","TensorFlow, Kubernetes, Hadoop, Power BI, NLP, Node.js, Spark",2024-10-09,"['kubernetes', 'tensorflow', 'node.js', 'power bi', 'spark', 'hadoop', 'nlp']"
Machine Learning Engineer,TCS,Hyderabad,"Looking for a candidate with experience in NLP, Python, Pandas, Deep Learning.","NLP, Python, Pandas, Deep Learning",2024-08-24,"['python', 'deep learning', 'pandas', 'nlp']"
AI Engineer,Oracle,Bangalore,"Looking for a candidate with experience in Power BI, Hadoop, PyTorch, React, TensorFlow, SQL.","Power BI, Hadoop, PyTorch, React, TensorFlow, SQL",2023-06-16,"['sql', 'tensorflow', 'pytorch', 'react', 'power bi', 'hadoop']"
NLP Engineer,TCS,Chennai,"Looking for a candidate with experience in Spark, PyTorch, TensorFlow, Tableau, Scikit-learn.","Spark, PyTorch, TensorFlow, Tableau, Scikit-learn",2024-03-10,"['tensorflow', 'pytorch', 'scikit-learn', 'tableau', 'spark']"
AI Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in React, Scikit-learn, NumPy, PyTorch.","React, Scikit-learn, NumPy, PyTorch",2024-03-07,"['pytorch', 'react', 'numpy', 'scikit-learn']"
Data Scientist,Infosys,Delhi,"Looking for a candidate with experience in NLP, Kubernetes, Docker, Machine Learning, React, Scikit-learn.","NLP, Kubernetes, Docker, Machine Learning, React, Scikit-learn",2024-07-10,"['docker', 'kubernetes', 'machine learning', 'react', 'scikit-learn', 'nlp']"
Data Scientist,Microsoft,Mumbai,"Looking for a candidate with experience in Power BI, Node.js, Docker, TensorFlow, Kubernetes, React, PyTorch.","Power BI, Node.js, Docker, TensorFlow, Kubernetes, React, PyTorch",2024-01-17,"['docker', 'kubernetes', 'tensorflow', 'pytorch', 'react', 'node.js', 'power bi']"
AI Engineer,Oracle,Mumbai,"Looking for a candidate with experience in Node.js, Docker, TensorFlow, NLP, AWS.","Node.js, Docker, TensorFlow, NLP, AWS",2024-04-29,"['aws', 'docker', 'tensorflow', 'node.js', 'nlp']"
DevOps Engineer,Microsoft,Delhi,"Looking for a candidate with experience in React, TensorFlow, Python, Hadoop, Docker.","React, TensorFlow, Python, Hadoop, Docker",2024-05-21,"['python', 'docker', 'tensorflow', 'react', 'hadoop']"
Full Stack Developer,Meta,Mumbai,"Looking for a candidate with experience in React, Java, Kubernetes, AWS.","React, Java, Kubernetes, AWS",2024-09-17,"['java', 'aws', 'kubernetes', 'react']"
Machine Learning Engineer,Meta,Delhi,"Looking for a candidate with experience in Scikit-learn, React, PyTorch, Tableau.","Scikit-learn, React, PyTorch, Tableau",2023-05-15,"['pytorch', 'react', 'scikit-learn', 'tableau']"
NLP Engineer,Accenture,Delhi,"Looking for a candidate with experience in NumPy, Tableau, Kubernetes, Python, Machine Learning, Scikit-learn.","NumPy, Tableau, Kubernetes, Python, Machine Learning, Scikit-learn",2024-05-30,"['python', 'kubernetes', 'machine learning', 'numpy', 'scikit-learn', 'tableau']"
DevOps Engineer,IBM,Bangalore,"Looking for a candidate with experience in SQL, Power BI, Tableau, Node.js, NLP.","SQL, Power BI, Tableau, Node.js, NLP",2024-05-23,"['sql', 'node.js', 'tableau', 'power bi', 'nlp']"
Backend Developer,Oracle,Hyderabad,"Looking for a candidate with experience in Docker, Deep Learning, SQL, Node.js, Spark, AWS, React.","Docker, Deep Learning, SQL, Node.js, Spark, AWS, React",2024-01-11,"['sql', 'aws', 'docker', 'deep learning', 'react', 'node.js', 'spark']"
NLP Engineer,Infosys,Delhi,"Looking for a candidate with experience in SQL, Tableau, AWS, Deep Learning.","SQL, Tableau, AWS, Deep Learning",2023-07-15,"['sql', 'aws', 'deep learning', 'tableau']"
Software Engineer,Google,Delhi,"Looking for a candidate with experience in Scikit-learn, SQL, Hadoop, Java, Python, Machine Learning.","Scikit-learn, SQL, Hadoop, Java, Python, Machine Learning",2023-03-06,"['python', 'java', 'sql', 'machine learning', 'scikit-learn', 'hadoop']"
NLP Engineer,Oracle,Hyderabad,"Looking for a candidate with experience in NLP, Machine Learning, Hadoop, Pandas, Docker, AWS, Tableau.","NLP, Machine Learning, Hadoop, Pandas, Docker, AWS, Tableau",2024-06-21,"['aws', 'docker', 'machine learning', 'pandas', 'tableau', 'hadoop', 'nlp']"
Full Stack Developer,Meta,Bangalore,"Looking for a candidate with experience in Machine Learning, NumPy, Pandas, Kubernetes, Hadoop.","Machine Learning, NumPy, Pandas, Kubernetes, Hadoop",2023-02-23,"['kubernetes', 'machine learning', 'pandas', 'numpy', 'hadoop']"
Full Stack Developer,Meta,Chennai,"Looking for a candidate with experience in Pandas, AWS, TensorFlow, Docker, NLP.","Pandas, AWS, TensorFlow, Docker, NLP",2023-11-14,"['aws', 'docker', 'tensorflow', 'pandas', 'nlp']"
Cloud Engineer,Oracle,Pune,"Looking for a candidate with experience in NumPy, Machine Learning, React, TensorFlow, Node.js.","NumPy, Machine Learning, React, TensorFlow, Node.js",2024-04-22,"['tensorflow', 'machine learning', 'react', 'node.js', 'numpy']"
NLP Engineer,IBM,Bangalore,"Looking for a candidate with experience in TensorFlow, Docker, Hadoop, Machine Learning, NumPy, Pandas, NLP.","TensorFlow, Docker, Hadoop, Machine Learning, NumPy, Pandas, NLP",2023-09-29,"['docker', 'tensorflow', 'machine learning', 'pandas', 'numpy', 'hadoop', 'nlp']"
Data Scientist,Meta,Delhi,"Looking for a candidate with experience in NumPy, Node.js, React, Java, Hadoop, NLP, Tableau.","NumPy, Node.js, React, Java, Hadoop, NLP, Tableau",2023-08-16,"['java', 'react', 'node.js', 'numpy', 'tableau', 'hadoop', 'nlp']"
Cloud Engineer,Google,Chennai,"Looking for a candidate with experience in AWS, Scikit-learn, Pandas, Deep Learning, Machine Learning, Python.","AWS, Scikit-learn, Pandas, Deep Learning, Machine Learning, Python",2024-07-22,"['python', 'aws', 'machine learning', 'deep learning', 'pandas', 'scikit-learn']"
AI Engineer,Meta,Mumbai,"Looking for a candidate with experience in Node.js, Docker, Spark, Power BI, NLP.","Node.js, Docker, Spark, Power BI, NLP",2023-07-25,"['docker', 'node.js', 'power bi', 'spark', 'nlp']"
Software Engineer,TCS,Mumbai,"Looking for a candidate with experience in Hadoop, NumPy, Python, Deep Learning, TensorFlow, Pandas.","Hadoop, NumPy, Python, Deep Learning, TensorFlow, Pandas",2023-10-29,"['python', 'tensorflow', 'deep learning', 'pandas', 'numpy', 'hadoop']"
Full Stack Developer,Google,Chennai,"Looking for a candidate with experience in Hadoop, Java, Node.js, NLP, Deep Learning, Scikit-learn.","Hadoop, Java, Node.js, NLP, Deep Learning, Scikit-learn",2023-11-16,"['java', 'deep learning', 'node.js', 'scikit-learn', 'hadoop', 'nlp']"
Backend Developer,Accenture,Chennai,"Looking for a candidate with experience in Hadoop, NLP, Scikit-learn, Tableau, React, Spark, Node.js.","Hadoop, NLP, Scikit-learn, Tableau, React, Spark, Node.js",2023-11-30,"['react', 'node.js', 'scikit-learn', 'tableau', 'spark', 'hadoop', 'nlp']"
Data Analyst,Capgemini,Bangalore,"Looking for a candidate with experience in TensorFlow, Scikit-learn, AWS, Hadoop, SQL, React.","TensorFlow, Scikit-learn, AWS, Hadoop, SQL, React",2024-06-12,"['sql', 'aws', 'tensorflow', 'react', 'scikit-learn', 'hadoop']"
NLP Engineer,IBM,Mumbai,"Looking for a candidate with experience in AWS, Power BI, Spark, Machine Learning, Scikit-learn, Hadoop.","AWS, Power BI, Spark, Machine Learning, Scikit-learn, Hadoop",2023-06-10,"['aws', 'machine learning', 'scikit-learn', 'power bi', 'spark', 'hadoop']"
Software Engineer,Google,Hyderabad,"Looking for a candidate with experience in TensorFlow, Node.js, NumPy, Machine Learning.","TensorFlow, Node.js, NumPy, Machine Learning",2024-09-21,"['tensorflow', 'machine learning', 'node.js', 'numpy']"
AI Engineer,IBM,Delhi,"Looking for a candidate with experience in Spark, React, Deep Learning, TensorFlow, Node.js, AWS, Power BI.","Spark, React, Deep Learning, TensorFlow, Node.js, AWS, Power BI",2023-10-19,"['aws', 'tensorflow', 'deep learning', 'react', 'node.js', 'power bi', 'spark']"
Data Analyst,Adobe,Delhi,"Looking for a candidate with experience in Python, Node.js, SQL, Pandas.","Python, Node.js, SQL, Pandas",2023-01-23,"['python', 'sql', 'node.js', 'pandas']"
Full Stack Developer,Amazon,Mumbai,"Looking for a candidate with experience in Python, Pandas, Power BI, Kubernetes, Spark.","Python, Pandas, Power BI, Kubernetes, Spark",2024-03-04,"['python', 'kubernetes', 'pandas', 'power bi', 'spark']"
NLP Engineer,Adobe,Pune,"Looking for a candidate with experience in Power BI, Node.js, Pandas, Java, NLP.","Power BI, Node.js, Pandas, Java, NLP",2023-09-03,"['java', 'node.js', 'pandas', 'power bi', 'nlp']"
Cloud Engineer,Google,Mumbai,"Looking for a candidate with experience in React, Hadoop, TensorFlow, Power BI, Java, Python, NLP.","React, Hadoop, TensorFlow, Power BI, Java, Python, NLP",2024-08-11,"['python', 'java', 'tensorflow', 'react', 'power bi', 'hadoop', 'nlp']"
Full Stack Developer,IBM,Chennai,"Looking for a candidate with experience in Hadoop, Power BI, SQL, NLP, Node.js, Spark, Kubernetes.","Hadoop, Power BI, SQL, NLP, Node.js, Spark, Kubernetes",2024-01-18,"['sql', 'kubernetes', 'node.js', 'power bi', 'spark', 'hadoop', 'nlp']"
Machine Learning Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Python, Deep Learning, React, Spark, AWS.","Scikit-learn, Python, Deep Learning, React, Spark, AWS",2023-09-19,"['python', 'aws', 'deep learning', 'react', 'scikit-learn', 'spark']"
Backend Developer,Adobe,Chennai,"Looking for a candidate with experience in Scikit-learn, Spark, TensorFlow, SQL, AWS.","Scikit-learn, Spark, TensorFlow, SQL, AWS",2023-10-24,"['sql', 'aws', 'tensorflow', 'scikit-learn', 'spark']"
AI Engineer,IBM,Bangalore,"Looking for a candidate with experience in Scikit-learn, Java, Power BI, Machine Learning.","Scikit-learn, Java, Power BI, Machine Learning",2024-08-19,"['java', 'machine learning', 'scikit-learn', 'power bi']"
Data Analyst,Capgemini,Bangalore,"Looking for a candidate with experience in NumPy, Java, PyTorch, Power BI, Docker.","NumPy, Java, PyTorch, Power BI, Docker",2023-11-10,"['java', 'docker', 'pytorch', 'numpy', 'power bi']"
AI Engineer,Oracle,Delhi,"Looking for a candidate with experience in Machine Learning, Spark, Hadoop, React.","Machine Learning, Spark, Hadoop, React",2024-01-25,"['machine learning', 'react', 'spark', 'hadoop']"
Data Analyst,TCS,Delhi,"Looking for a candidate with experience in Deep Learning, Pandas, NumPy, Machine Learning, Python, AWS.","Deep Learning, Pandas, NumPy, Machine Learning, Python, AWS",2024-08-01,"['python', 'aws', 'machine learning', 'deep learning', 'pandas', 'numpy']"
NLP Engineer,IBM,Hyderabad,"Looking for a candidate with experience in Docker, Kubernetes, Machine Learning, Hadoop.","Docker, Kubernetes, Machine Learning, Hadoop",2023-04-09,"['docker', 'kubernetes', 'machine learning', 'hadoop']"
NLP Engineer,Google,Delhi,"Looking for a candidate with experience in Scikit-learn, NLP, Node.js, Kubernetes.","Scikit-learn, NLP, Node.js, Kubernetes",2024-11-06,"['kubernetes', 'node.js', 'scikit-learn', 'nlp']"
NLP Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Pandas, Spark, React, Power BI, Machine Learning.","Pandas, Spark, React, Power BI, Machine Learning",2024-07-16,"['machine learning', 'react', 'pandas', 'power bi', 'spark']"
Full Stack Developer,Amazon,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Node.js, SQL, Hadoop.","Scikit-learn, Node.js, SQL, Hadoop",2024-02-21,"['sql', 'node.js', 'scikit-learn', 'hadoop']"
NLP Engineer,Microsoft,Pune,"Looking for a candidate with experience in Machine Learning, Deep Learning, NLP, TensorFlow.","Machine Learning, Deep Learning, NLP, TensorFlow",2024-03-02,"['tensorflow', 'machine learning', 'deep learning', 'nlp']"
NLP Engineer,TCS,Mumbai,"Looking for a candidate with experience in Kubernetes, Hadoop, Java, NLP, Node.js, NumPy, Machine Learning.","Kubernetes, Hadoop, Java, NLP, Node.js, NumPy, Machine Learning",2023-01-21,"['java', 'kubernetes', 'machine learning', 'node.js', 'numpy', 'hadoop', 'nlp']"
Software Engineer,IBM,Chennai,"Looking for a candidate with experience in TensorFlow, Pandas, Node.js, AWS, SQL, Power BI, Docker.","TensorFlow, Pandas, Node.js, AWS, SQL, Power BI, Docker",2024-11-12,"['sql', 'aws', 'docker', 'tensorflow', 'node.js', 'pandas', 'power bi']"
Data Analyst,Google,Hyderabad,"Looking for a candidate with experience in Node.js, SQL, React, Scikit-learn, Python, Power BI.","Node.js, SQL, React, Scikit-learn, Python, Power BI",2023-07-26,"['python', 'sql', 'react', 'node.js', 'scikit-learn', 'power bi']"
Machine Learning Engineer,Flipkart,Chennai,"Looking for a candidate with experience in Power BI, Deep Learning, Spark, Kubernetes, NumPy, AWS.","Power BI, Deep Learning, Spark, Kubernetes, NumPy, AWS",2024-04-07,"['aws', 'kubernetes', 'deep learning', 'numpy', 'power bi', 'spark']"
AI Engineer,IBM,Bangalore,"Looking for a candidate with experience in Hadoop, Spark, Node.js, Python, Tableau.","Hadoop, Spark, Node.js, Python, Tableau",2024-08-20,"['python', 'node.js', 'tableau', 'spark', 'hadoop']"
Full Stack Developer,Meta,Chennai,"Looking for a candidate with experience in Docker, Python, TensorFlow, Deep Learning.","Docker, Python, TensorFlow, Deep Learning",2024-05-10,"['python', 'docker', 'tensorflow', 'deep learning']"
Software Engineer,IBM,Chennai,"Looking for a candidate with experience in NumPy, NLP, Power BI, Node.js, SQL, Docker, Scikit-learn.","NumPy, NLP, Power BI, Node.js, SQL, Docker, Scikit-learn",2023-10-23,"['sql', 'docker', 'node.js', 'numpy', 'scikit-learn', 'power bi', 'nlp']"
Cloud Engineer,Meta,Pune,"Looking for a candidate with experience in Power BI, Java, Docker, NLP, React.","Power BI, Java, Docker, NLP, React",2023-01-10,"['java', 'docker', 'react', 'power bi', 'nlp']"
Full Stack Developer,Accenture,Pune,"Looking for a candidate with experience in Machine Learning, Python, NumPy, Hadoop, Deep Learning, Spark.","Machine Learning, Python, NumPy, Hadoop, Deep Learning, Spark",2024-02-08,"['python', 'machine learning', 'deep learning', 'numpy', 'spark', 'hadoop']"
NLP Engineer,Oracle,Pune,"Looking for a candidate with experience in React, NLP, Python, Tableau, NumPy.","React, NLP, Python, Tableau, NumPy",2023-07-02,"['python', 'react', 'numpy', 'tableau', 'nlp']"
Data Scientist,IBM,Hyderabad,"Looking for a candidate with experience in Hadoop, AWS, Docker, TensorFlow.","Hadoop, AWS, Docker, TensorFlow",2023-03-14,"['aws', 'docker', 'tensorflow', 'hadoop']"
DevOps Engineer,Infosys,Chennai,"Looking for a candidate with experience in Spark, Hadoop, React, Pandas, SQL, AWS, Power BI.","Spark, Hadoop, React, Pandas, SQL, AWS, Power BI",2023-04-21,"['sql', 'aws', 'react', 'pandas', 'power bi', 'spark', 'hadoop']"
DevOps Engineer,Infosys,Chennai,"Looking for a candidate with experience in Python, Spark, TensorFlow, NumPy, Power BI, Kubernetes, Hadoop.","Python, Spark, TensorFlow, NumPy, Power BI, Kubernetes, Hadoop",2024-01-21,"['python', 'kubernetes', 'tensorflow', 'numpy', 'power bi', 'spark', 'hadoop']"
Data Scientist,Flipkart,Bangalore,"Looking for a candidate with experience in Spark, React, NLP, AWS, Scikit-learn, Kubernetes.","Spark, React, NLP, AWS, Scikit-learn, Kubernetes",2024-01-15,"['aws', 'kubernetes', 'react', 'scikit-learn', 'spark', 'nlp']"
DevOps Engineer,TCS,Hyderabad,"Looking for a candidate with experience in NLP, NumPy, Kubernetes, Node.js, Pandas.","NLP, NumPy, Kubernetes, Node.js, Pandas",2023-04-10,"['kubernetes', 'node.js', 'pandas', 'numpy', 'nlp']"
DevOps Engineer,Adobe,Chennai,"Looking for a candidate with experience in Pandas, Scikit-learn, Node.js, Kubernetes, TensorFlow, NumPy, Power BI.","Pandas, Scikit-learn, Node.js, Kubernetes, TensorFlow, NumPy, Power BI",2023-05-01,"['kubernetes', 'tensorflow', 'node.js', 'pandas', 'numpy', 'scikit-learn', 'power bi']"
DevOps Engineer,TCS,Bangalore,"Looking for a candidate with experience in Power BI, Node.js, AWS, NumPy, Hadoop.","Power BI, Node.js, AWS, NumPy, Hadoop",2024-08-15,"['aws', 'node.js', 'numpy', 'power bi', 'hadoop']"
Full Stack Developer,Accenture,Hyderabad,"Looking for a candidate with experience in React, Docker, Kubernetes, Java, Power BI, Pandas.","React, Docker, Kubernetes, Java, Power BI, Pandas",2023-08-11,"['java', 'docker', 'kubernetes', 'react', 'pandas', 'power bi']"
Data Analyst,Google,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Docker, Python, Java.","Scikit-learn, Docker, Python, Java",2024-06-19,"['python', 'java', 'docker', 'scikit-learn']"
Data Scientist,Amazon,Delhi,"Looking for a candidate with experience in Deep Learning, Docker, Pandas, NLP, Machine Learning, Scikit-learn.","Deep Learning, Docker, Pandas, NLP, Machine Learning, Scikit-learn",2023-10-22,"['docker', 'machine learning', 'deep learning', 'pandas', 'scikit-learn', 'nlp']"
Data Analyst,Accenture,Bangalore,"Looking for a candidate with experience in PyTorch, Spark, Pandas, React, Deep Learning, Power BI, Hadoop.","PyTorch, Spark, Pandas, React, Deep Learning, Power BI, Hadoop",2024-07-08,"['pytorch', 'deep learning', 'react', 'pandas', 'power bi', 'spark', 'hadoop']"
Backend Developer,Amazon,Bangalore,"Looking for a candidate with experience in Node.js, Kubernetes, Scikit-learn, Pandas, NumPy, React, PyTorch.","Node.js, Kubernetes, Scikit-learn, Pandas, NumPy, React, PyTorch",2023-07-22,"['kubernetes', 'pytorch', 'react', 'node.js', 'pandas', 'numpy', 'scikit-learn']"
Full Stack Developer,IBM,Hyderabad,"Looking for a candidate with experience in Node.js, Tableau, AWS, TensorFlow.","Node.js, Tableau, AWS, TensorFlow",2023-06-19,"['aws', 'tensorflow', 'node.js', 'tableau']"
Cloud Engineer,Oracle,Mumbai,"Looking for a candidate with experience in AWS, React, Power BI, Pandas, Python, Kubernetes, SQL.","AWS, React, Power BI, Pandas, Python, Kubernetes, SQL",2024-03-02,"['python', 'sql', 'aws', 'kubernetes', 'react', 'pandas', 'power bi']"
NLP Engineer,Meta,Mumbai,"Looking for a candidate with experience in Docker, Deep Learning, NumPy, Pandas.","Docker, Deep Learning, NumPy, Pandas",2023-05-16,"['docker', 'deep learning', 'pandas', 'numpy']"
Full Stack Developer,Infosys,Chennai,"Looking for a candidate with experience in Machine Learning, SQL, TensorFlow, React, Java, Tableau.","Machine Learning, SQL, TensorFlow, React, Java, Tableau",2024-09-16,"['java', 'sql', 'tensorflow', 'machine learning', 'react', 'tableau']"
NLP Engineer,Flipkart,Pune,"Looking for a candidate with experience in Tableau, AWS, Spark, Java, Power BI, Docker.","Tableau, AWS, Spark, Java, Power BI, Docker",2023-10-20,"['java', 'aws', 'docker', 'tableau', 'power bi', 'spark']"
Machine Learning Engineer,Capgemini,Mumbai,"Looking for a candidate with experience in Pandas, PyTorch, Docker, NLP, Spark.","Pandas, PyTorch, Docker, NLP, Spark",2024-06-03,"['docker', 'pytorch', 'pandas', 'spark', 'nlp']"
Full Stack Developer,Flipkart,Chennai,"Looking for a candidate with experience in Java, Machine Learning, Docker, AWS, Node.js, TensorFlow.","Java, Machine Learning, Docker, AWS, Node.js, TensorFlow",2023-08-25,"['java', 'aws', 'docker', 'tensorflow', 'machine learning', 'node.js']"
NLP Engineer,Meta,Mumbai,"Looking for a candidate with experience in AWS, Pandas, Machine Learning, Power BI, Kubernetes, Spark.","AWS, Pandas, Machine Learning, Power BI, Kubernetes, Spark",2023-10-11,"['aws', 'kubernetes', 'machine learning', 'pandas', 'power bi', 'spark']"
Backend Developer,Google,Hyderabad,"Looking for a candidate with experience in Tableau, Power BI, NLP, React, Deep Learning, PyTorch.","Tableau, Power BI, NLP, React, Deep Learning, PyTorch",2023-07-17,"['pytorch', 'deep learning', 'react', 'tableau', 'power bi', 'nlp']"
Backend Developer,IBM,Hyderabad,"Looking for a candidate with experience in Machine Learning, Power BI, PyTorch, AWS, Scikit-learn.","Machine Learning, Power BI, PyTorch, AWS, Scikit-learn",2024-01-27,"['aws', 'pytorch', 'machine learning', 'scikit-learn', 'power bi']"
AI Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Power BI, Scikit-learn, Hadoop, Deep Learning, Kubernetes, Docker, AWS.","Power BI, Scikit-learn, Hadoop, Deep Learning, Kubernetes, Docker, AWS",2023-08-21,"['aws', 'docker', 'kubernetes', 'deep learning', 'scikit-learn', 'power bi', 'hadoop']"
AI Engineer,IBM,Bangalore,"Looking for a candidate with experience in TensorFlow, Deep Learning, AWS, Scikit-learn, SQL.","TensorFlow, Deep Learning, AWS, Scikit-learn, SQL",2023-07-10,"['sql', 'aws', 'tensorflow', 'deep learning', 'scikit-learn']"
DevOps Engineer,IBM,Chennai,"Looking for a candidate with experience in Scikit-learn, SQL, Hadoop, Deep Learning, AWS, Pandas.","Scikit-learn, SQL, Hadoop, Deep Learning, AWS, Pandas",2023-11-13,"['sql', 'aws', 'deep learning', 'pandas', 'scikit-learn', 'hadoop']"
Data Scientist,IBM,Pune,"Looking for a candidate with experience in NLP, TensorFlow, AWS, Scikit-learn, Tableau.","NLP, TensorFlow, AWS, Scikit-learn, Tableau",2024-01-31,"['aws', 'tensorflow', 'scikit-learn', 'tableau', 'nlp']"
DevOps Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Machine Learning, Scikit-learn, React, Java, Pandas.","Machine Learning, Scikit-learn, React, Java, Pandas",2024-06-28,"['java', 'machine learning', 'react', 'pandas', 'scikit-learn']"
NLP Engineer,Google,Mumbai,"Looking for a candidate with experience in TensorFlow, Power BI, Machine Learning, Docker.","TensorFlow, Power BI, Machine Learning, Docker",2023-05-03,"['docker', 'tensorflow', 'machine learning', 'power bi']"
Software Engineer,Accenture,Delhi,"Looking for a candidate with experience in AWS, React, NLP, Python, Kubernetes, Power BI.","AWS, React, NLP, Python, Kubernetes, Power BI",2024-10-19,"['python', 'aws', 'kubernetes', 'react', 'power bi', 'nlp']"
Backend Developer,Capgemini,Hyderabad,"Looking for a candidate with experience in TensorFlow, SQL, Pandas, Machine Learning, Spark, NumPy.","TensorFlow, SQL, Pandas, Machine Learning, Spark, NumPy",2024-09-25,"['sql', 'tensorflow', 'machine learning', 'pandas', 'numpy', 'spark']"
NLP Engineer,Infosys,Chennai,"Looking for a candidate with experience in TensorFlow, Docker, NumPy, Power BI, Deep Learning.","TensorFlow, Docker, NumPy, Power BI, Deep Learning",2023-04-06,"['docker', 'tensorflow', 'deep learning', 'numpy', 'power bi']"
NLP Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Tableau, React, Power BI, Python, Machine Learning, Scikit-learn.","Tableau, React, Power BI, Python, Machine Learning, Scikit-learn",2024-11-13,"['python', 'machine learning', 'react', 'scikit-learn', 'tableau', 'power bi']"
Data Scientist,Infosys,Mumbai,"Looking for a candidate with experience in NLP, Java, Kubernetes, Scikit-learn, Pandas, Python, Spark.","NLP, Java, Kubernetes, Scikit-learn, Pandas, Python, Spark",2023-07-03,"['python', 'java', 'kubernetes', 'pandas', 'scikit-learn', 'spark', 'nlp']"
NLP Engineer,IBM,Chennai,"Looking for a candidate with experience in Kubernetes, SQL, AWS, Docker, Deep Learning.","Kubernetes, SQL, AWS, Docker, Deep Learning",2023-03-04,"['sql', 'aws', 'docker', 'kubernetes', 'deep learning']"
Full Stack Developer,Microsoft,Pune,"Looking for a candidate with experience in AWS, Docker, Java, Deep Learning, Python, Power BI.","AWS, Docker, Java, Deep Learning, Python, Power BI",2023-01-29,"['python', 'java', 'aws', 'docker', 'deep learning', 'power bi']"
NLP Engineer,Adobe,Chennai,"Looking for a candidate with experience in Hadoop, Java, Kubernetes, Pandas, SQL, NumPy.","Hadoop, Java, Kubernetes, Pandas, SQL, NumPy",2024-07-14,"['java', 'sql', 'kubernetes', 'pandas', 'numpy', 'hadoop']"
Data Scientist,Microsoft,Pune,"Looking for a candidate with experience in Power BI, NumPy, Node.js, PyTorch, SQL, Java.","Power BI, NumPy, Node.js, PyTorch, SQL, Java",2024-06-13,"['java', 'sql', 'pytorch', 'node.js', 'numpy', 'power bi']"
Machine Learning Engineer,Amazon,Hyderabad,"Looking for a candidate with experience in Pandas, Kubernetes, AWS, Python.","Pandas, Kubernetes, AWS, Python",2023-03-25,"['python', 'aws', 'kubernetes', 'pandas']"
Full Stack Developer,Oracle,Pune,"Looking for a candidate with experience in Power BI, Python, Machine Learning, PyTorch.","Power BI, Python, Machine Learning, PyTorch",2024-09-25,"['python', 'pytorch', 'machine learning', 'power bi']"
Backend Developer,Infosys,Bangalore,"Looking for a candidate with experience in Python, Node.js, Deep Learning, Pandas, Scikit-learn, Power BI.","Python, Node.js, Deep Learning, Pandas, Scikit-learn, Power BI",2023-10-02,"['python', 'deep learning', 'node.js', 'pandas', 'scikit-learn', 'power bi']"
